model,category,pair_slug,concat_variant,layer,negative,positive,positive_minus_negative
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,16,0.9977182286531603,0.9980765927825743,0.00035836412941403495
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,17,0.9980098220139538,0.9982423805127766,0.0002325584988227547
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,18,0.9981317435463478,0.9977739517004955,-0.0003577918458522733
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,19,0.9985884370352953,0.9984064572015953,-0.00018197983370005222
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,20,0.9985982320522203,0.9984052557095808,-0.0001929763426394837
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,21,0.9988873132533078,0.998693143653641,-0.0001941695996667825
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,22,0.9987253673563034,0.9982457702534853,-0.00047959710281808565
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,23,0.9989231767851873,0.9985021891900846,-0.00042098759510267314
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,24,0.9990407298702988,0.9986666892657357,-0.0003740406045631417
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,25,0.9990160314607307,0.9986391094997019,-0.0003769219610287866
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,26,0.9989251348710703,0.9985226360263141,-0.0004024988447561828
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,27,0.9954140428821147,0.9933133257536549,-0.002100717128459717
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,0,0.998441695737976,0.9984232752036434,-1.842053433265267e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,1,0.9981838876664851,0.9981259950247663,-5.789264171884856e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,2,0.9981097520310276,0.9979976191900672,-0.00011213284096034393
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,3,0.9974241193330609,0.9970870471426052,-0.00033707219045564507
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,4,0.9975001576578788,0.9971459201214078,-0.00035423753647101375
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,5,0.9975614049022394,0.9973486871670149,-0.00021271773522457682
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,6,0.9978441605558191,0.9976410779216615,-0.0002030826341576919
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,7,0.9975878900904298,0.9973871725619293,-0.00020071752850048252
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,8,0.9977099669425743,0.9974978732238672,-0.00021209371870711813
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,9,0.9974182206842869,0.9972161628942626,-0.00020205779002424595
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,10,0.9977652606648713,0.9976990068140715,-6.625385079972457e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,11,0.9977868816417232,0.9978109637729831,2.4082131259817174e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,12,0.9979513397165434,0.9980591545471,0.00010781483055666286
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,13,0.9977350776642367,0.9979035429262656,0.0001684652620288496
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,14,0.9975703554097302,0.9979498614128631,0.0003795060031329678
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,15,0.9976245321039713,0.9980094581811365,0.0003849260771652263
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,16,0.9978110046037624,0.998197617214738,0.00038661261097561184
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,17,0.9980374034644764,0.9983881924662431,0.0003507890017666604
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,18,0.9976013674122512,0.9982828537332576,0.0006814863210063971
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,19,0.9982777341066432,0.9987037155299808,0.0004259814233376069
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,20,0.9983258790167366,0.9986959420973123,0.0003700630805756333
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,21,0.9986702044167458,0.9989087771217093,0.00023857270496352445
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,22,0.9982116236340183,0.9983259960254793,0.00011437239146105949
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,23,0.9984939476823347,0.998574939566948,8.099188461330176e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,24,0.9986855830801113,0.9987705441846982,8.496110458688921e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,25,0.9987006075809106,0.9987656627412111,6.505516030053116e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,26,0.998586467104467,0.9986629871609607,7.652005649372295e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,27,0.9945664580681381,0.9939816218016526,-0.0005848362664855333
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,0,0.998665649444538,0.9985100893541573,-0.00015556009038064644
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,1,0.998478552327336,0.9982513411925538,-0.00022721113478219035
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,2,0.9984038681819797,0.9980951935228837,-0.0003086746590960088
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,3,0.9977077693305911,0.9973025118644405,-0.0004052574661506103
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,4,0.9977558278692339,0.9973769103078592,-0.0003789175613746476
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,5,0.99789950357507,0.9975768757049017,-0.000322627870168235
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,6,0.9981443073666876,0.9978434669759689,-0.00030084039071864854
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,7,0.9979300735597575,0.9976141825140222,-0.0003158910457352615
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,8,0.9980188653081796,0.9977016733098246,-0.0003171919983550042
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,9,0.9978059265428908,0.9974371985113936,-0.0003687280314972341
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,10,0.998040100515457,0.9978736341064399,-0.0001664664090170742
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,11,0.9979689111340926,0.9977873383537864,-0.00018157278030617174
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,12,0.9980326275896555,0.9979743360942828,-5.829149537273093e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,13,0.9975622598931004,0.9976452497780025,8.298988490207382e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,14,0.9973942242049405,0.9977350185097997,0.00034079430485922657
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,15,0.9973430124841565,0.997726594460417,0.0003835819762605386
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,16,0.9976938598252701,0.9979630387279197,0.00026917890264954725
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,17,0.9980170851325653,0.9981484725858388,0.00013138745327356816
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,18,0.9981281400065397,0.998224794956569,9.66549500293068e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,19,0.9985883867288164,0.9986758537261382,8.746699732176122e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,20,0.998678677801388,0.9987343957548356,5.5717953447609325e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,21,0.9989888833500025,0.9989308286301183,-5.805471988418187e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,22,0.9989710520897762,0.9988650038012483,-0.0001060482885278935
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,23,0.9991405057708639,0.9990276566174032,-0.00011284915346065905
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,24,0.999218222106759,0.9990906163564514,-0.00012760575030767995
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,25,0.9991994260069917,0.9990268597045175,-0.00017256630247419746
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,26,0.9991242046720736,0.9989190041321175,-0.00020520053995609633
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,27,0.9960932685739065,0.9951325858151917,-0.0009606827587147482
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,0,0.9986522790624641,0.9984956794746939,-0.0001565995877702564
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,1,0.9984644410012803,0.9982320234455997,-0.0002324175556805974
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,2,0.9983933097410859,0.9980858331106376,-0.0003074766304482779
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,3,0.9976847297525814,0.9972850911382196,-0.0003996386143617636
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,4,0.9977303154444097,0.9973569935823419,-0.00037332186206784357
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,5,0.9978770861718235,0.9975654422522531,-0.0003116439195703924
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,6,0.9981263782892412,0.9978333291130216,-0.00029304917621963966
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,7,0.9979168669514112,0.9976227529511779,-0.00029411400023338086
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,8,0.9980064257411452,0.9977066742071458,-0.000299751533999415
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,9,0.9977910930712953,0.9974601421524824,-0.0003309509188129667
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,10,0.9980152551070609,0.9978609496138364,-0.0001543054932244825
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,11,0.9979144989765979,0.9977979738219251,-0.00011652515467275304
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,12,0.9979512267348873,0.9979487881828711,-2.438552016204021e-06
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,13,0.9974138705819234,0.9975868714171967,0.0001730008352732737
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,14,0.99727323911751,0.9976610179180244,0.0003877788005144378
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,15,0.9971892871152752,0.9976000544762451,0.0004107673609698992
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,16,0.997547860239117,0.9978089559998817,0.00026109576076471797
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,17,0.9979024117581311,0.9980094597386884,0.00010704798055727327
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,18,0.9979548948784932,0.9981645673005067,0.00020967242201352931
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,19,0.9984598143050899,0.9986153472879101,0.00015553298282022787
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,20,0.998558019777905,0.9986654395988113,0.00010741982090622937
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,21,0.9988956231530828,0.9988887521058321,-6.871047250722739e-06
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,22,0.9988448058476943,0.9988707368025246,2.593095483027774e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,23,0.9990383576438565,0.9990404670651553,2.109421298746028e-06
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,24,0.9991291200362673,0.9991243172024963,-4.802833771022641e-06
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,25,0.9991236356766443,0.9990788411883734,-4.479448827088284e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,26,0.9990602380874012,0.9990021674125366,-5.80706748646298e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,27,0.9959073380966376,0.9954800635063803,-0.000427274590257265
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,0,0.9980570572643853,0.9980571914628915,1.341985061964479e-07
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,1,0.9977475820920381,0.997667893081261,-7.968901077703983e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,2,0.9977114288818815,0.9975856764392232,-0.00012575244265822239
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,3,0.9971984079020421,0.996952326920757,-0.0002460809812850906
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,4,0.9972611787600126,0.9970365890621324,-0.00022458969788019534
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,5,0.9972222474682246,0.9970878193231968,-0.00013442814502784284
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,6,0.9975647167909653,0.9974105809260021,-0.00015413586496315634
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,7,0.9973101839686308,0.9971033468994845,-0.00020683706914625954
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,8,0.9974664993418523,0.9972247587638284,-0.0002417405780238413
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,9,0.9970829601436761,0.9968000932583676,-0.0002828668853085414
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,10,0.9975700524179303,0.9974237659092409,-0.0001462865086894194
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,11,0.9974902344749436,0.9975418912942068,5.165681926322385e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,12,0.9976838880999195,0.9977962509217201,0.00011236282180060453
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,13,0.9973456889217494,0.9976481510128583,0.00030246209110895705
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,14,0.9972404932570708,0.9974969757837389,0.00025648252666810034
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,15,0.9973210794022407,0.9975415001424168,0.00022042074017614155
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,16,0.9976237721847008,0.9977929793714573,0.0001692071867565037
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,17,0.9978674505296387,0.9979581275218605,9.067699222187198e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,18,0.9981416510722128,0.9975416412694199,-0.0006000098027928447
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,19,0.9986400225305734,0.9982523416936641,-0.000387680836909321
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,20,0.9986524353009572,0.9983133622425332,-0.0003390730584239554
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,21,0.9989662209778359,0.9986421090592296,-0.00032411191860637345
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,22,0.99893482432724,0.9982063712753402,-0.0007284530518998356
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,23,0.9991041157502623,0.9984511375552225,-0.0006529781950397329
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,24,0.9991821699184174,0.9985676744600797,-0.0006144954583376938
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,25,0.9991572247729371,0.9985306910019358,-0.000626533771001303
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,26,0.9990819132772016,0.9983961440510143,-0.0006857692261873494
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,27,0.9967259054875073,0.9933676841857039,-0.00335822130180341
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,0,0.9980503913876935,0.9980498529593046,-5.384283888743013e-07
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,1,0.9977379275790963,0.9976588889052134,-7.903867388292518e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,2,0.9976992455594157,0.9975821516386518,-0.0001170939207638666
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,3,0.9971809333146954,0.9969579891499172,-0.0002229441647781938
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,4,0.997245215178026,0.9970470657280701,-0.00019814944995588668
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,5,0.9972004966421006,0.9971048864622751,-9.561017982551157e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,6,0.9975535573195089,0.997435946971452,-0.00011761034805690684
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,7,0.9972891755418467,0.9971702702121612,-0.0001189053296855036
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,8,0.9974641450696676,0.9973156790803231,-0.00014846598934448174
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,9,0.9970997242075049,0.9969475290368073,-0.00015219517069764432
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,10,0.9975421518372203,0.9974971649983343,-4.4986838885985314e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,11,0.9973059356038487,0.997569331201413,0.00026339559756427544
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,12,0.997452804666933,0.997786215390696,0.00033341072376302794
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,13,0.997024758605562,0.9976609242036162,0.0006361655980542391
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,14,0.9969009671800626,0.9974634335275673,0.0005624663475046754
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,15,0.9969643288419223,0.9974711616799858,0.0005068328380635201
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,16,0.997327682714425,0.99775378430994,0.00042610159551503823
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,17,0.9975984666349285,0.9979388972246802,0.0003404305897517501
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,18,0.9976754002267582,0.9978954907862736,0.0002200905595154401
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,19,0.9983476854098714,0.9985153960241543,0.00016771061428288991
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,20,0.9984037113819432,0.9985822320625087,0.0001785206805655637
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,21,0.9987626003759719,0.9988724674705937,0.00010986709462179611
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,22,0.9986685995012414,0.998546243872026,-0.00012235562921547594
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,23,0.9988756005933973,0.9987540843198704,-0.00012151627352685601
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,24,0.9989819260941382,0.9988483555344523,-0.0001335705596858805
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,25,0.9989726661057391,0.9988279299317222,-0.00014473617401689065
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,26,0.9988961515294524,0.9987447027739914,-0.00015144875546102554
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,27,0.9964295934887916,0.9950328446609535,-0.0013967488278380236
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,0,0.9984316503017182,0.9984311645878376,-4.857138805602901e-07
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,1,0.9981700845840057,0.9981344087596856,-3.567582432006944e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,2,0.9981081465356294,0.9980202748835616,-8.787165206780578e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,3,0.9974913100303324,0.997209255547073,-0.00028205448325946403
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,4,0.9975655693272709,0.9972665361378571,-0.00029903318941382206
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,5,0.9976291083856474,0.9974589630886325,-0.0001701452970149786
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,6,0.9979164835231323,0.9977456221548664,-0.0001708613682659399
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,7,0.9976969522969044,0.9975217197917315,-0.00017523250517281763
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,8,0.9978001622583467,0.9976044598003445,-0.00019570245800215602
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,9,0.9975274097082928,0.9973179452536323,-0.000209464454660524
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,10,0.9978614142589933,0.9977657718362347,-9.564242275861279e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,11,0.9977922937875209,0.9977760818510655,-1.621193645540142e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,12,0.9979135820608378,0.9979632906571192,4.970859628139479e-05
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,13,0.9975486169969529,0.9976800515509582,0.00013143455400532744
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,14,0.997457290804082,0.9977175603564299,0.0002602695523479248
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,15,0.9974494584435944,0.9977626253218358,0.00031316687824134437
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,16,0.9976631875774102,0.9979829136452952,0.0003197260678849956
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,17,0.9978902270319729,0.9981746114408616,0.00028438440888867156
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,18,0.9977230106020336,0.9978833230423217,0.00016031244028813507
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,19,0.9983187483634813,0.9984479527827118,0.00012920441923047754
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,20,0.998371300233202,0.9984910608859277,0.0001197606527256756
Qwen2.5-1.5B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,21,0.998704797655164,0.9987500317637003,4.523410853629617e-05
