category_key,combined_order,pair_slug,statement_index,first_concept,second_concept,success,parsed_success,concept_1_addressed,concept_2_addressed,no_single_concept_dominates,judgement,coverage_case
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,92,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both cooperation and competition perspectives, integrating them into a balanced understanding of the statement’s claim.",both_addressed
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,93,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both cooperation and competition perspectives, integrating them into a balanced interpretation of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,94,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores the statement through both cooperation and competition lenses, presenting balanced and distinct interpretations without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,95,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly articulates both cooperation and competition perspectives on the statement, integrating them in a balanced and insightful manner.",both_addressed
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,96,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly articulates both a cooperation and competition perspective on the statement, offering distinct rationales and maintaining balance between the two.",both_addressed
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,97,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores the statement through both cooperation and competition lenses, offering balanced insights without favoring one perspective.",both_addressed
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,98,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both cooperation and competition perspectives, integrating them into a balanced interpretation of the statement without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__competition_perspective__cooperation_perspective,99,cooperation perspective,competition perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both cooperation and competition perspectives, integrating them to provide a nuanced understanding of the statement without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,0,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them for a balanced understanding of the statement’s implications.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,1,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives, integrating them to provide a nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,2,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them for a balanced understanding of happiness.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,3,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them to provide a balanced understanding of the statement's meaning.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,4,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them to provide a nuanced understanding of how daily choices impact life.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,5,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them into a cohesive and balanced analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,6,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, synthesizing them for a balanced understanding.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,7,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them to provide a balanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,8,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both a capability and constraint lens, integrating them into a balanced and coherent explanation of self-perception and agency.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,9,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, integrating them in a balanced manner.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,10,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives, integrating them for a nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,11,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives, integrating them for a nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,12,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, resulting in a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,13,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,14,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both capability and constraint perspectives to analyze the statement, avoiding dominance by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,15,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives, integrating them for a comprehensive understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,16,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores both capability and constraint perspectives, integrating them for a nuanced understanding of the statement without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,17,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both the capability and constraint perspectives, integrating them to offer a balanced understanding of the statement’s meaning.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,18,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them for a nuanced understanding without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,19,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives, integrating them for a nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,20,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,21,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both a capability lens (skills developed) and a constraint lens (emotional barriers), offering a balanced and integrated perspective.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,22,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them into a nuanced understanding of the statement without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,23,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully integrates both capability and constraint perspectives to analyze the statement, avoiding dominance by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,24,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability (potential, what could have been) and constraint (limitations, obstacles) lenses, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,25,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them in a balanced and coherent manner.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,26,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores the statement through both capability and constraint perspectives, integrating them for a balanced and nuanced conclusion.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,27,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them for a balanced understanding without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,28,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, synthesizing them for a balanced understanding.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,29,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives, integrating them to provide a nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,30,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, achieving a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,31,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,32,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both capability and constraint perspectives to analyze the statement, avoiding dominance by either one and offering a balanced conclusion.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,33,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced interpretation.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,34,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both capability and constraint perspectives to analyze the statement, offering a balanced and insightful interpretation without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,35,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both the capability and constraint perspectives, integrating them to provide a nuanced understanding of the statement without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,36,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives, integrating them for a nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,37,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully and equally applies both capability and constraint perspectives to analyze the statement, resulting in a balanced and integrated explanation.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,38,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both capability and constraint perspectives to analyze the statement, avoiding dominance by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,39,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives, integrating them for a nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,40,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them to reveal potential issues and suggest a more inclusive approach without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,41,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully and equally applies both capability and constraint perspectives to interpret the statement, resulting in a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,42,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, achieving a balanced synthesis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,43,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in relation to the statement, offering distinct framings without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,44,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them into a balanced and insightful analysis of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,45,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them to provide a balanced interpretation of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,46,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, integrating them for a balanced understanding.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,47,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them into a balanced and coherent explanation.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,48,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both the capability and constraint perspectives to provide a nuanced understanding of the statement, avoiding domination by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,49,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, integrating them into a cohesive understanding.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,50,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully integrates both capability and constraint perspectives to interpret the statement, offering a balanced and nuanced analysis without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,51,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them to provide a balanced interpretation of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,52,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully integrates both capability and constraint perspectives to explain the statement, avoiding dominance by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,53,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in interpreting the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,54,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly articulates both the capability and constraint perspectives and integrates them in a balanced explanation of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,55,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores both the enabling capabilities and limiting constraints related to the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,56,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,57,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully integrates both capability and constraint perspectives to interpret the statement, offering a balanced and nuanced analysis without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,58,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, synthesizing them into a balanced understanding of learning from mistakes.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,59,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them for a balanced understanding rather than prioritizing one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,60,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both capability and constraint perspectives to provide a nuanced interpretation of the statement, avoiding dominance by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,61,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores both capability and constraint perspectives, integrating them to provide a balanced understanding of the statement’s meaning.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,62,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint lenses, integrating them for a balanced understanding of joy as resistance.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,63,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,64,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally explores the statement through both capability and constraint perspectives, offering a balanced and integrated understanding.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,65,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,66,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in analyzing the statement, offering a balanced and integrated explanation.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,67,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully integrates both capability and constraint perspectives, offering a balanced and nuanced interpretation of the statement without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,68,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly articulates both the capability and constraint perspectives in relation to the statement, offering distinct interpretations and avoiding dominance by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,69,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them into a balanced and nuanced conclusion.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,70,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in relation to the statement, offering a balanced and integrated interpretation.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,71,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly explores both capability and constraint perspectives, integrating them for a balanced and nuanced understanding of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,72,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint perspectives, integrating them into a balanced and coherent explanation.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,73,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoroughly and equally addresses both the capability and constraint perspectives, integrating them into a cohesive interpretation of the statement.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,74,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both capability and constraint perspectives to explain the non-linear nature of healing, avoiding dominance by either one.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,75,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores the statement through both capability and constraint lenses, achieving a balanced and integrated analysis without favoring one perspective.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,76,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response clearly and equally addresses both the capability and constraint perspectives in separate, well-developed paragraphs, resulting in a balanced and integrated analysis.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,77,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response effectively integrates both the capability and constraint perspectives to interpret the statement, offering a balanced and nuanced analysis without favoring one over the other.",both_addressed
semantic_framing,negpos,semantic_framing__constraint_perspective__capability_perspective,78,capability perspective,constraint perspective,1,1,1,1,1,"Concept 1 addressed: 1
Concept 2 addressed: 1
No single concept dominates: 1
Success: 1
Explanation: The response thoughtfully explores both capability and constraint perspectives, integrating them for a balanced and nuanced understanding of the statement.",both_addressed
